,Customer_name,Description,Material Group,Invoice_Quantity,Unit_Weight(Grams),Part_Size,Net_Weight(KG),Sales_Amount_(INR),Material_Cost,Sales_Person,Sub_Group,Sub_Group_Description,clusters,Clus_kmeans,sil_width
0,M/S RAJESH ENTERPRISES,HHB M20X100 GR 10.9 BLACK*,HEX HEAD,23000,299.2,Extra Heavy,6881.6,1092270,1077320,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,6,1,0.47674984
1,M/S RAJESH ENTERPRISES,HEX NUT M20X2.5 GR10*,NUT,90340,64.59995572,Heavy,5835.96,996450.2,752532.2,JYOTI KAWATRA,NUT,ALLOY STEEL,7,1,0.482170827
2,M/S RAJESH ENTERPRISES,HEX NUT M20X2.5 GR10*,NUT,67615,64.60001479,Heavy,4367.93,745793.45,563232.95,JYOTI KAWATRA,NUT,ALLOY STEEL,3,1,0.572104028
3,M/S RAJESH ENTERPRISES,HEX NUT M20X2.5 GR10*,NUT,60000,64.6,Heavy,3876,661800,499800,JYOTI KAWATRA,NUT,ALLOY STEEL,4,1,0.501921998
4,LPS BOSSARD PVT LTD,M6 X 16 SHCS (B16) Zn PHOSP*,SHCS,213500,5.750023419,Extra Light,1227.63,617015,508130,Anurag Sharma,SHCS,ALLOY STEEL,5,4,0
5,M/S RAJESH ENTERPRISES,HEX NUT M20X2.5 GR10*,NUT,50000,64.6,Heavy,3230,551500,416500,JYOTI KAWATRA,NUT,ALLOY STEEL,1,1,0.240336718
6,M/S RAJESH ENTERPRISES,HHB M20X100 GR 10.9 BLACK*,HEX HEAD,11539,299.200104,Extra Heavy,3452.47,547987.11,540486.76,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,2,1,0.222119512
7,M/S RAJESH ENTERPRISES,CSK M24X140 12.9 F/T BLACK*,CSK,2500,480,Extra Heavy,1200,491895,194025,JYOTI KAWATRA,CSK,ALLOY STEEL,21,3,0.302656429
8,NAV BHARAT SUPPLY STORE,CSK M24X110 12.9 F/T BLACK*,CSK,2500,375,Extra Heavy,937.5,404750,151575,JYOTI KAWATRA,CSK,ALLOY STEEL,20,3,0.331821813
9,M/S RAJESH ENTERPRISES,HHB M20X80 GR 10.9 BLACK*,HEX HEAD,9000,250.7,Extra Heavy,2256.3,377730,359190,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,24,3,0.299448671
10,ECOPPIA SCIENTIFIC LLP,SB D10 x 70 A4 (SS 316) (f9)*,SH. BOLT,4040,57.43069307,Heavy,232.02,355520,125159.2,JYOTI KAWATRA,ISO 7379,STAINLESS STEEL,20,3,0.25261423
11,NAV BHARAT SUPPLY STORE,CSK M24X110 12.9 F/T BLACK*,CSK,2100,375,Extra Heavy,787.5,340200,127323,JYOTI KAWATRA,CSK,ALLOY STEEL,20,3,0.325457201
12,LUBRO AIR ENGINEER,M16 WASHER ISO:7089*,SPL,97990,11.30003062,Medium,1107.29,319447.4,249874.5,JYOTI KAWATRA,WASHER,ALLOY STEEL,23,3,0.176681016
13,M/S RAJESH ENTERPRISES,HHB M30X180 GR 10.9 BLACK*,HEX HEAD,1000,1184.1,Extra Heavy,1184.1,280110,239060,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,22,3,0.18287396
14,CARLISLE TRADING AND MANUFACTURING,"3/4""-10UNRCx1.75"" HHS GR-8 Zn PLT*",SPL,5000,153.54,Extra Heavy,767.7,278050,140500,Rakesh Nehra,HEX HEAD,ALLOY STEEL,18,3,0.365226773
15,M/S RAJESH ENTERPRISES,HEX NUT M20X2.5 GR10*,NUT,25000,64.6,Heavy,1615,275750,208250,JYOTI KAWATRA,NUT,ALLOY STEEL,22,3,0.37218132
16,M/S RAJESH ENTERPRISES,HHB M20X75 GR 10.9 BLACK*,HEX HEAD,6898,238.5995941,Extra Heavy,1645.86,270332.62,263365.64,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,22,3,0.364461521
17,KALINGA INDUSTRIAL SUPPLIER,HEX NUT M36X4 GR10*,NUT,3210,398.1900312,Extra Heavy,1278.19,261435.24,164865.6,JYOTI KAWATRA,NUT,ALLOY STEEL,18,3,0.367397626
18,M/S RAJESH ENTERPRISES,HEX NUT M30X3.5 GR10*,NUT,5490,231.6903461,Extra Heavy,1271.98,251716.5,164151,JYOTI KAWATRA,NUT,ALLOY STEEL,18,3,0.394715178
19,NAV BHARAT SUPPLY STORE,HHB M30X240 GR 10.9 BLACK*,HEX HEAD,550,1500.909091,Extra Heavy,825.5,240933.6,163988,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,18,3,-0.000720328
20,KALINGA INDUSTRIAL SUPPLIER,HEX NUT M30X3.5 GR10*,NUT,5000,231.69,Extra Heavy,1158.45,229290,149500,JYOTI KAWATRA,NUT,ALLOY STEEL,19,3,0.384982822
21,SPM AUTOCOMP SYSTEMS,M8x1.25 x30 Double ended stud*,SPL,5718,13.99965023,Medium,80.05,222258.66,142492.56,MONIKA DUA,SPL,A286,19,3,0.170284261
22,KALINGA INDUSTRIAL SUPPLIER,HHB M24X220 GR 10.9 BLACK*,HEX HEAD,1000,857.4,Extra Heavy,857.4,211236,142310,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,19,3,0.122977326
23,M/S RAJESH ENTERPRISES,HHB M20X70 GR 10.9 BLACK*,HEX HEAD,5728,226.4996508,Extra Heavy,1297.39,210446.72,208785.6,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,19,3,0.382759462
24,LUBRO AIR ENGINEER,M22 WASHER ISO:7089*,SPL,33590,18.30008931,Medium,614.7,199860.5,136711.3,JYOTI KAWATRA,WASHER,ALLOY STEEL,19,3,0.302512347
25,"M/S SAROJ HARDWARE, JAMSHEDPUR.",HEX NUT M16X2 GR10*,NUT,32790,33.30009149,Heavy,1091.91,190149.21,122306.7,JYOTI KAWATRA,NUT,ALLOY STEEL,19,3,0.319384487
26,M/S RAJESH ENTERPRISES,HHB M20X80 GR 10.9 BLACK*,HEX HEAD,4300,250.7,Extra Heavy,1078.01,180471,171613,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,19,3,0.362512803
27,GARRETT MOTION TECHNOLOGIES,TORX PAN HD M6X1X10 A286 GLEITMO*,SPL,13698,4.499926997,Extra Light,61.64,178758.9,139034.7,MONIKA DUA,PAN HEAD,A286,19,3,0.146010441
28,BAJAJ MOTORS LIMITED,DIA 13.10x 9 x 38.45 PISTON PIN*,SPL,20000,20,Medium,400,167800,151600,Rakesh Nehra,PISTON PIN,ALLOY STEEL,19,3,0.278407832
29,M/S RAJESH ENTERPRISES,HHS M20X100 GR 10.9 BLACK*,HEX HEAD,3500,281,Extra Heavy,983.5,167650,153335,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,19,3,0.332790118
30,SPM AUTOCOMP SYSTEMS,M8x1.25 x30 Double ended stud*,SPL,4282,14.00046707,Medium,59.95,166441.34,106707.44,MONIKA DUA,SPL,A286,16,3,-0.059225705
31,MAA BHAGWATI TRADERS,HHB M16X110 GR 10.9 BLACK*,HEX HEAD,1500,199.1133333,Extra Heavy,298.67,158535,47670,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,17,3,-0.218474498
32,KALINGA INDUSTRIAL SUPPLIER,HHB M24X130 GR 10.9 BLACK*,HEX HEAD,1698,549.1990577,Extra Heavy,932.54,158487.75,159662.94,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,19,3,0.220086733
33,COGEME PRECISION PARTS INDIA PVT. L,DIA 6x24.55 SPACER PIN NIMONIC-80*,SPL,3000,2.6,Extra Light,7.8,156000,96480,MONIKA DUA,SPL,NIMONIC 80A,16,3,-0.168575528
34,SPM AUTOCOMP SYSTEMS,M8x1.25 x30 Double ended stud*,SPL,4000,14,Medium,56,155480,99680,MONIKA DUA,SPL,A286,16,3,-0.125409291
35,SPM AUTOCOMP SYSTEMS,M8x1.25 x30 Double ended stud*,SPL,4000,14,Medium,56,155480,99680,MONIKA DUA,SPL,A286,16,3,-0.125409291
36,M/S RAJESH ENTERPRISES,HHS M24X120 GR 10.9 BLACK*,HEX HEAD,1700,484.7,Extra Heavy,823.99,150450,141474,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,16,3,0.190215326
37,KALINGA INDUSTRIAL SUPPLIER,CSK M16X60 12.9 F/T BLACK*,CSK,5000,91.7,Extra Heavy,458.5,147570,69900,JYOTI KAWATRA,CSK,ALLOY STEEL,17,3,-0.055750972
38,LUBRO AIR ENGINEER,M16 WASHER ISO:7089*,SPL,44796,11.29989285,Medium,506.19,146034.96,114229.8,JYOTI KAWATRA,WASHER,ALLOY STEEL,16,3,0.196835919
39,M/S RAJESH ENTERPRISES,HHB M20X75 GR 10.9 BLACK*,HEX HEAD,3500,238.6,Extra Heavy,835.1,137165,133630,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,16,3,0.245670108
40,BAJAJ MOTORS LIMITED,DIA 13.10x 9 x 38.45 PISTON PIN*,SPL,16200,20,Medium,324,135918,122796,Rakesh Nehra,PISTON PIN,ALLOY STEEL,16,3,0.150027441
41,SUNSHINE AGENCIES (INDIA) LLP,HEX NUT M16X2 GR10*,NUT,20000,33.3,Heavy,666,126727.48,74600,DEEPALI WALIA,NUT,ALLOY STEEL,17,3,0.14739085
42,SUNSHINE AGENCIES (INDIA) LLP,HEX NUT M20X2.5 GR10*,NUT,10000,64.6,Heavy,646,120499.28,83300,DEEPALI WALIA,NUT,ALLOY STEEL,17,3,0.072910295
43,M/S RAJESH ENTERPRISES,CSK M24X150 12.9 F/T BLACK*,CSK,600,515,Extra Heavy,309,118162.8,49962,JYOTI KAWATRA,CSK,ALLOY STEEL,17,2,0.216673022
44,KALINGA INDUSTRIAL SUPPLIER,HEX NUT M20X2.5 GR10*,NUT,10000,64.6,Heavy,646,110280,83300,JYOTI KAWATRA,NUT,ALLOY STEEL,17,3,0.036954828
45,VHS FASTNERS AND ENGINEERS,SHCS M24  x  50 12.9 F/T BLACK *,SHCS,1660,300.0301205,Extra Heavy,498.05,107186.27,80510,JYOTI KAWATRA,SHCS,ALLOY STEEL,17,3,-0.15772313
46,BENSONS FASTNERS & PRECESSION ENGG,HEX NUT M24X3 GR10*,NUT,5000,115.45,Extra Heavy,577.25,101425.37,74450,JYOTI KAWATRA,NUT,ALLOY STEEL,15,3,-0.142499329
47,M/S RAJESH ENTERPRISES,HHB M24X160 GR 10.9 BLACK*,HEX HEAD,850,654.3058824,Extra Heavy,556.16,100730.1,93933.5,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,17,2,0.237446215
48,MANOJ TRADERS,SHCS M10  x  30 12.9 F/T BLACK *,SHCS,20900,27.9,Heavy,583.11,97346.45,88825,JYOTI KAWATRA,SHCS,ALLOY STEEL,17,3,0.095048045
49,MANOJ TRADERS,HHB M16X60 GR 10.9 BLACK*,HEX HEAD,4760,121.5210084,Extra Heavy,578.44,96420.94,96675.6,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,17,3,-0.066530197
50,KALINGA INDUSTRIAL SUPPLIER,HEX NUT M24X3 GR10*,NUT,5000,115.45,Extra Heavy,577.25,95835,74450,JYOTI KAWATRA,NUT,ALLOY STEEL,15,3,-0.165121035
51,KANTILAL & BROTHERS,"M6X16 FLANGE SCREW SERRATION, 8.8*",SPL,58465,6.700076969,Medium,391.72,93544,54372.45,DEEPALI WALIA,SPL,ALLOY STEEL,15,3,0.073989986
52,"M/S SAROJ HARDWARE, JAMSHEDPUR.",HEX NUT M16X2 GR10*,NUT,16000,33.3,Heavy,532.8,92784,59680,JYOTI KAWATRA,NUT,ALLOY STEEL,15,3,-0.105876767
53,UNIVERSAL PRECISION SCREWS,HHB M24X150 GR 10.9 BLACK*,HEX HEAD,1000,619.3,Extra Heavy,619.3,92626.8,105020,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,17,3,-0.22420718
54,SANGHVI ENTERPRISES,SHCS M20  x  70 12.9 F/T BLACK *,SHCS,1500,216.0333333,Extra Heavy,324.05,91839.73,52380,DEEPALI WALIA,SHCS,ALLOY STEEL,15,0,0.179213483
55,SANGHVI ENTERPRISES,SHCS M8  x  45 12.9 H/T BLACK *,SHCS,20000,22.9,Medium,458,91390.64,72200,DEEPALI WALIA,SHCS,ALLOY STEEL,15,3,-0.039513569
56,SUNSHINE AGENCIES (INDIA) LLP,HHS M16X50 GR 10.9 BLACK*,HEX HEAD,5040,104.0595238,Extra Heavy,524.46,89858.37,88552.8,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,17,3,-0.157929393
57,M Y ENTERPRISES,SHCS M24X70 12.9 F/T BLACK*,SHCS,1000,363,Extra Heavy,363,89807.37,58690,DEEPALI WALIA,SHCS,ALLOY STEEL,15,2,0.054213188
58,M/S RAJESH ENTERPRISES,SHCS M12  x  35 12.9 F/T BLACK *,SHCS,9475,42.90026385,Heavy,406.48,88145.92,56186.75,JYOTI KAWATRA,SHCS,ALLOY STEEL,15,0,0.303664306
59,SANGHVI ENTERPRISES,SHCS M8  x  30 12.9 F/T BLACK *,SHCS,25000,16.9,Medium,422.5,85391.9,66500,DEEPALI WALIA,SHCS,ALLOY STEEL,15,3,-0.034806513
60,M/S RAJESH ENTERPRISES,HEX NUT M20X2.5 GR10*,NUT,7670,64.59973924,Heavy,495.48,82974.06,63891.1,JYOTI KAWATRA,NUT,ALLOY STEEL,15,3,-0.282856253
61,BAJAJ MOTORS LIMITED,DIA 13.11 X 9.0 X 33.0 PISTON PIN*,SPL,10296,18.00019425,Medium,185.33,82882.8,74234.16,Rakesh Nehra,PISTON PIN,ALLOY STEEL,15,0,0.326293258
62,SANGHVI ENTERPRISES,SHCS 3/8 BSW x 1 1/2  F/T BLK *,SHCS,15000,26.26,Heavy,393.9,82556.43,60000,DEEPALI WALIA,SHCS,ALLOY STEEL,15,3,-0.23241109
63,NAV BHARAT SUPPLY STORE,HHB M24X180 GR 10.9 BLACK*,HEX HEAD,600,724.3,Extra Heavy,434.58,81815.94,72894,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,15,2,0.334399805
64,MANOJ TRADERS,SHCS M10  x  30 12.9 F/T BLACK *,SHCS,17500,27.9,Heavy,488.25,81510.19,74375,JYOTI KAWATRA,SHCS,ALLOY STEEL,15,3,-0.08605413
65,DHANKOT ENGINEERING PRIVATE LIMITED,HHB M6X65 GR 8.8 BLACK*,HEX HEAD,29033,15.76998588,Medium,457.85,81292.4,55453.03,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,15,3,-0.025300828
66,SWAROOP ENTERPRISE,HHS M16X60 GR 10.9 BLACK*,HEX HEAD,4000,117.15,Extra Heavy,468.6,81026,77960,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,15,3,-0.288683237
67,SPM AUTOCOMP SYSTEMS,M8x1.25 x30 Double ended stud*,SPL,2000,14,Medium,28,77740,49840,MONIKA DUA,SPL,A286,15,0,0.458860788
68,SUNSHINE AGENCIES (INDIA) LLP,HHB M24X100 GR 10.9 BLACK*,HEX HEAD,878,447.4031891,Extra Heavy,392.82,74899.26,63734.02,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,15,2,0.174660198
69,SWAROOP ENTERPRISE,HEX NUT M24X3 GR10*,NUT,3800,115.45,Extra Heavy,438.71,74643.78,56582,DEEPALI WALIA,NUT,ALLOY STEEL,15,0,0.284589951
70,GARRETT MOTION TECHNOLOGIES,"M8X47.5 STUD WITH TORX,BLACK OXIDE*",SPL,1500,17.33333333,Medium,26,73386.9,45735,MONIKA DUA,SPL,A286,15,0,0.482018838
71,M/S RAJESH ENTERPRISES,HEX NUT M30X3.5 GR10*,NUT,1600,231.6875,Extra Heavy,370.7,73360,47840,JYOTI KAWATRA,NUT,ALLOY STEEL,15,0,0.178055849
72,"M/S SAROJ HARDWARE, JAMSHEDPUR.",HEX NUT M16X2 GR10*,NUT,12590,33.30023828,Heavy,419.25,73009.41,46960.7,JYOTI KAWATRA,NUT,ALLOY STEEL,15,0,0.31338004
73,UNIVERSAL PRECISION SCREWS,HHS M16X60 GR 10.9 BLACK*,HEX HEAD,4000,117.15,Extra Heavy,468.6,71456,77960,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,15,0,0.239755568
74,DEV ENTERPRISE CORPORATION,HHS M20X45 GR 10.9 BLACK*,HEX HEAD,2142,168.0018674,Extra Heavy,359.86,68433.55,59676.12,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,15,0,0.257136336
75,WIRESYS AUTO,AISI 1010 DIA 6.20 SAIP COIL ROUND,702,580,1,Extra Light,0.58,66700,0,Kamal Gupta,SHCS,ALLOY STEEL,12,0,0.585397171
76,LUBRO AIR ENGINEER,M12 WASHER ISO:7089*,SPL,34996,6.269859413,Extra Light,219.42,65092.56,49694.32,JYOTI KAWATRA,WASHER,ALLOY STEEL,15,3,-0.085722169
77,NAV BHARAT SUPPLY STORE,HEX NUT M33X3.5 GR10*,NUT,942,302.6857749,Extra Heavy,285.13,61408.98,36785.1,JYOTI KAWATRA,NUT,ALLOY STEEL,11,0,0.073273548
78,SANGHVI ENTERPRISES,SHCS M8  x  40 12.9 H/T BLACK *,SHCS,15000,21.2,Medium,318,60429.93,44100,DEEPALI WALIA,SHCS,ALLOY STEEL,11,0,0.332818421
79,M/S RAJESH ENTERPRISES,HHB M30X130 GR 10.9 BLACK*,HEX HEAD,301,911.3953488,Extra Heavy,274.33,60328.53,56633.15,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,15,2,0.429203328
80,BHARAT BOLT AGENCIES,SHCS M10X25 12.9  F/T*,SHCS,14000,25.4,Heavy,355.6,59414.6,55300,JYOTI KAWATRA,SHCS,ALLOY STEEL,11,0,0.321155114
81,KALINGA INDUSTRIAL SUPPLIER,HHB M24X140 GR 10.9 BLACK*,HEX HEAD,588,584.2006803,Extra Heavy,343.51,57491.11,58517.76,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,15,2,0.347967977
82,SANGHVI ENTERPRISES,SHCS M8X60 12.9 H/T BLACK*,SHCS,10000,28.9,Heavy,289,57135.54,45500,DEEPALI WALIA,SHCS,ALLOY STEEL,11,0,0.402435673
83,GAMARIA TRADE CENTRE,CSK M16  x  65 12.9 F/T BLACK *,CSK,1768,100.1527149,Extra Heavy,177.07,56576,25724.4,JYOTI KAWATRA,CSK,ALLOY STEEL,12,0,0.516089879
84,M/S RAJESH ENTERPRISES,HHB M30X180 GR 10.9 BLACK*,HEX HEAD,200,1184.1,Extra Heavy,236.82,56022,47812,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,2,0.394620105
85,SANGHVI ENTERPRISES,SHCS M6  x  20 12.9 F/T BLACK *,SHCS,25000,6.53,Medium,163.25,54660.65,24500,DEEPALI WALIA,SHCS,ALLOY STEEL,12,0,0.251302471
86,M/S RAJESH ENTERPRISES,SHCS M24X140 12.9 H/T BLACK*,SHCS,408,615,Extra Heavy,250.92,54333.36,40567.44,JYOTI KAWATRA,SHCS,ALLOY STEEL,11,2,0.438145635
87,ECOPPIA SCIENTIFIC LLP,SB D10 x 70 A4 (SS 316) (f9)*,SH. BOLT,600,57.43333333,Heavy,34.46,52800,18588,JYOTI KAWATRA,ISO 7379,STAINLESS STEEL,12,0,0.613774549
88,SANGHVI ENTERPRISES,SHCS M8  x  25 12.9 F/T BLACK *,SHCS,17842,15,Medium,267.63,52403.52,42107.12,DEEPALI WALIA,SHCS,ALLOY STEEL,11,0,0.316367237
89,SANDEEP ENGINEERING,"M12X1.75X35 HHB,GR 10.9,BLACK*",SPL,8175,43.1204893,Heavy,352.51,52385.4,41202,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,0,0.41077751
90,M/S RAJESH ENTERPRISES,HHB M30X160 GR 10.9 BLACK*,HEX HEAD,204,1075,Extra Heavy,219.3,51887.2,44614.8,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,2,0.426030349
91,SANGHVI ENTERPRISES,SHCS M8  x  30 12.9 F/T BLACK *,SHCS,15000,16.9,Medium,253.5,51235.14,39900,DEEPALI WALIA,SHCS,ALLOY STEEL,11,0,0.361257583
92,SANGHVI FASTENERS,SHCS M20  x  70 12.9 F/T BLACK *,SHCS,850,216.0352941,Extra Heavy,183.63,50454.88,29682,DEEPALI WALIA,SHCS,ALLOY STEEL,12,0,0.3376854
93,MANOJ TRADERS,HHB M16X55 GR 10.9 BLACK*,HEX HEAD,2584,113.7616099,Extra Heavy,293.96,49610.8,49509.44,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,0,0.401034496
94,NAV BHARAT SUPPLY STORE,HEX NUT M33X3.5 GR10*,NUT,758,302.6912929,Extra Heavy,229.44,49414.02,29599.9,JYOTI KAWATRA,NUT,ALLOY STEEL,12,0,0.092575527
95,SANGHVI ENTERPRISES,SHCS M6  x  16 12.9 F/T BLACK *,SHCS,25000,5.75,Extra Light,143.75,49088.05,23500,DEEPALI WALIA,SHCS,ALLOY STEEL,12,0,0.255315803
96,JAY AMBAY ENTERPRISES,HHB M16X50 GR 10.9 BLACK*,HEX HEAD,2800,106.0392857,Extra Heavy,296.91,48352.71,50428,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,0,0.406761277
97,SANGHVI ENTERPRISES,SHCS M8  x  50 12.9 H/T BLACK *,SHCS,10000,24.9,Medium,249,48088.26,39200,DEEPALI WALIA,SHCS,ALLOY STEEL,11,0,0.441576193
98,UNIVERSAL PRECISION SCREWS,HHS M5X25 GR 10.9 BLACK*,HEX HEAD,32000,4.48,Extra Light,143.36,47577.6,26880,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,12,0,0.190956041
99,SAPANI FASTENERS,HHB M20X220 GR 10.9 BLACK*,HEX HEAD,322,583.1987578,Extra Heavy,187.79,47121.4,28110.6,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,12,2,0.478515391
100,GARRETT MOTION TECHNOLOGIES,FITTING BOLT DIA 7.50 X 30 ZTVWP *,SPL,1450,10,Medium,14.5,47091.22,32436.5,MONIKA DUA,SPL,ALLOY STEEL,12,0,0.614279959
101,SANGHVI ENTERPRISES,SHCS M6X75 12.9 H/T BLACK*,SHCS,5000,18.7,Medium,93.5,46367.31,15200,DEEPALI WALIA,SHCS,ALLOY STEEL,14,0,0.623420024
102,KISHAN ENTERPRISES,SHCS M6  x  25 12.9 F/T BLACK *,SHCS,19200,7.590104167,Medium,145.73,45598.08,23616,JYOTI KAWATRA,SHCS,ALLOY STEEL,12,0,0.332720107
103,VENKATESWARA TRADING COPORATION,HEX NUT 5/8 UNC GR 8*,NUT,7200,34.9,Heavy,251.28,45514.26,31680,DEEPALI WALIA,NUT,ALLOY STEEL,12,0,0.499299858
104,SANGHVI ENTERPRISES,SHCS M8  x  20 12.9 F/T BLACK *,SHCS,15653,13.39998722,Medium,209.75,44845.41,33027.83,DEEPALI WALIA,SHCS,ALLOY STEEL,12,0,0.373591707
105,GARRETT MOTION TECHNOLOGIES,HHS M 6 X 14 MPH*,SPL,17000,5.258235294,Extra Light,89.39,44779.7,32130,MONIKA DUA,SPL,ALLOY STEEL,12,0,0.367266258
106,M/S RAJESH ENTERPRISES,HHS M20X70 GR 10.9 BLACK*,HEX HEAD,1200,219.4,Extra Heavy,263.28,44640,42132,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,0,0.284755672
107,ROYAL FASTENERS,CSK M8  x  16 12.9 F/T BLACK *,CSK,15000,7.35,Medium,110.25,43830,16500,JYOTI KAWATRA,CSK,ALLOY STEEL,12,0,0.414959334
108,M/S RAJESH ENTERPRISES,CSK M24X140 12.9 F/T BLACK*,CSK,218,480,Extra Heavy,104.64,42893.24,16918.98,JYOTI KAWATRA,CSK,ALLOY STEEL,14,2,0.423860959
109,UNIVERSAL PRECISION SCREWS,HHB M16X60 GR 10.9 BLACK*,HEX HEAD,2400,121.5208333,Extra Heavy,291.65,42873.6,48744,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,11,0,0.408702074
110,UNIVERSAL PRECISION SCREWS,CSK M6  x  20 12.9 F/T BLACK *,CSK,17000,4.46,Extra Light,75.82,42744.8,11730,DEEPALI WALIA,CSK,ALLOY STEEL,12,0,0.382891946
111,KALINGA INDUSTRIAL SUPPLIER,HHB M24X130 GR 10.9 BLACK*,HEX HEAD,473,549.1966173,Extra Heavy,259.77,42724.67,44476.19,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,2,0.400451882
112,SAMEER SALES CORPORATION,HHB M24X160 GR 10.9 BLACK*,HEX HEAD,320,654.3125,Extra Heavy,209.38,41437.07,35363.2,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,2,0.49701911
113,SWAROOP ENTERPRISE,SHCS M6  x  20 12.9 F/T BLACK *,SHCS,20195,6.529834117,Medium,131.87,41420.45,19791.1,DEEPALI WALIA,SHCS,ALLOY STEEL,12,0,0.323371829
114,M/S GURUDEV SALES CORPORATION,SHCS M20  x  55 12.9 F/T BLACK *,SHCS,750,183,Extra Heavy,137.25,41121.36,22192.5,DEEPALI WALIA,SHCS,ALLOY STEEL,14,0,0.473440294
115,UTKAL VARIETY STORES,HHB M20X100 GR 10.9 BLACK*,HEX HEAD,800,299.2,Extra Heavy,239.36,40794.96,37472,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,0,0.101316565
116,LPS BOSSARD PVT LTD,SHCS M8  x  40 12.9 H/T BLACK *,SHCS,10000,21.2,Medium,212,40284,29400,Anurag Sharma,SHCS,ALLOY STEEL,12,0,0.483460293
117,M/S RAJESH ENTERPRISES,HHB M30X130 GR 10.9 BLACK*,HEX HEAD,200,911.4,Extra Heavy,182.28,40085.4,37630,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,2,0.483429251
118,SUNSHINE AGENCIES (INDIA) LLP,CSK M16X50 12.9 F/T BLACK*,CSK,1500,78.4,Heavy,117.6,39994.88,17940,DEEPALI WALIA,CSK,ALLOY STEEL,14,0,0.644017374
119,MANOJ TRADERS,HHB M16X50 GR 10.9 BLACK*,HEX HEAD,2310,106.038961,Extra Heavy,244.95,39890.99,41603.1,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,0,0.477713624
120,KALINGA INDUSTRIAL SUPPLIER,HHB M24X120 GR 10.9 BLACK*,HEX HEAD,449,517.5055679,Extra Heavy,232.36,39734.57,35057.92,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,2,0.407639073
121,SANDEEP ENGINEERING,SHCS M4  x  20 10.9 F/T ZTVWP *,SHCS,30000,2.65,Extra Light,79.5,39600,20700,JYOTI KAWATRA,SHCS,ALLOY STEEL,12,0,0.212342252
122,MINDA CORPORATION LTD,HHS M 6 X 14 MPH*,SPL,15000,5.258,Extra Light,78.87,39511.5,28350,MONIKA DUA,SPL,ALLOY STEEL,12,0,0.412589299
123,MINDA CORPORATION LTD,HHS M 6 X 14 MPH*,SPL,15000,5.258,Extra Light,78.87,39511.5,28350,MONIKA DUA,SPL,ALLOY STEEL,12,0,0.412589299
124,SANDEEP ENGINEERING,HHB M16X65 GR 10.9 BLACK*,HEX HEAD,2000,129.28,Extra Heavy,258.56,39246,42920,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,11,0,0.441920736
125,UNIVERSAL PRECISION SCREWS,HHS M10X30 GR 10.9 BLACK*,HEX HEAD,10000,25.67,Heavy,256.7,38500,44900,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,11,0,0.439460635
126,GARRETT MOTION TECHNOLOGIES,M6x1.0x10 HEX HEAD SCREW Mn PHOSP*,SPL,14000,4.45,Extra Light,62.3,38263.4,24220,MONIKA DUA,HEX HEAD,ALLOY STEEL,12,0,0.439349749
