,Customer_name,Description,Material Group,Invoice_Quantity,Unit_Weight(Grams),Part_Size,Net_Weight(KG),Sales_Amount_(INR),Material_Cost,Sales_Person,Sub_Group,Sub_Group_Description,clusters,Clus_kmeans,sil_width
1501,ARCHANA SALES CORPORATION,SHCS M12  x  40 12.9 F/T BLACK *,SHCS,200,46.5,Heavy,9.3,1993.68,1418,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.828243934
1502,MANOJ TRADERS,CSK M8  x  20 12.9 F/T BLACK *,CSK,600,8.6,Medium,5.16,1992.63,816,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.824718699
1503,SWAROOP ENTERPRISE,SSS M5  x 12  KCP BLK *,SSS,2000,1.26,Extra Light,2.52,1992.6,800,DEEPALI WALIA,SSS,ALLOY STEEL,10,0,0.807267546
1504,TOOLS SOLUTIONS,CSK M8  x  20 12.9 F/T BLACK *,CSK,600,8.6,Medium,5.16,1990.72,816,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.8247176
1505,SANDEEP ENGINEERING,SHCS M10  x  75 12.9 H/T BLACK *,SHCS,200,55.3,Heavy,11.06,1987.8,1686,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.825334391
1506,PAWAN HARDWARE,SHCS M5  x  30 12.9 H/T BLACK *,SHCS,1000,5.55,Extra Light,5.55,1981.2,900,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.822937887
1507,P.P PATEL CORPORATION,SHCS M6  x  16 12.9 F/T BLACK *,SHCS,1040,5.75,Extra Light,5.98,1977.9,977.6,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.82298694
1508,J.M.D. TRADING CO.,SHCS M8  x  80 12.9 H/T BLACK *,SHCS,200,37,Heavy,7.4,1969.77,986,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.829204829
1509,SUNSHINE AGENCIES (INDIA) LLP,HHB M16X55 GR 10.9 BLACK*,HEX HEAD,99,113.7373737,Extra Heavy,11.26,1962.06,1896.84,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.767249919
1510,GAJANAND TOOLS TRADERS,SHCS M6  x  25 12.9 F/T BLACK *,SHCS,800,7.5875,Medium,6.07,1961.56,984,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.824813953
1511,V.S ENTERPRISES,SHCS M6  x  12 12.9 F/T BLACK *,SHCS,1000,5.07,Extra Light,5.07,1959.2,820,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.82245181
1512,JINDAL PRECISION FASTENERS,SHCS M6  x  12 12.9 F/T BLACK *,SHCS,1000,5.07,Extra Light,5.07,1959.2,820,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.82245181
1513,GAUTAM TRADING CO.,SHCS M14X100 12.9 H/T BLACK*,SHCS,50,132,Extra Heavy,6.6,1958.18,1006.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.735868075
1514,GAUTAM TRADING CO.,SHCS M4  x  35 12.9 H/T BLACK *,SHCS,750,4.146666667,Extra Light,3.11,1952.62,540,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.821461476
1515,JAY SHREE AGENCIES,SHCS 3/16 BSW x 3/4  F/T BLK *,SHCS,1000,3.3,Extra Light,3.3,1950.41,600,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.82067129
1516,J.M.D. TRADING CO.,SHCS M12  x  90 12.9 H/T BLACK *,SHCS,100,89.1,Extra Heavy,8.91,1945,1359,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.79759071
1517,J.M.D. TRADING CO.,CSK M16X50 12.9 F/T BLACK*,CSK,75,78.4,Heavy,5.88,1936.91,897,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.806484183
1518,VISHVA CORPORATION,HEX NUT M10X1.5 GR8*,NUT,1200,11.6,Medium,13.92,1935.48,1140,DEEPALI WALIA,NUT,ALLOY STEEL,10,0,0.825759772
1519,AMBAY TRADING  CO.,SHCS M8X70 12.9 H/T BLACK*,SHCS,300,33,Heavy,9.9,1935.33,1563,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.831377352
1520,SANDEEP ENGINEERING,SHCS M8  x  35 12.9 F/T BLACK *,SHCS,600,18.9,Medium,11.34,1931.4,1788,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.831079095
1521,GAJANAND TOOLS TRADERS,SHCS M8  x  50 12.9 H/T BLACK *,SHCS,400,24.9,Medium,9.96,1923.53,1568,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.831399491
1522,GAJANAND TOOLS TRADERS,SHCS M10  x  30 12.9 F/T BLACK *,SHCS,400,27.9,Heavy,11.16,1923.53,1700,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.832117981
1523,JINDAL PRECISION FASTENERS,SHCS M8  x  80 12.9 H/T BLACK *,SHCS,200,37,Heavy,7.4,1923.24,986,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.829168875
1524,ARCHANA SALES CORPORATION,HHS M6X30 GR 10.9 BLACK*,HEX HEAD,1000,7.8,Medium,7.8,1920.91,1410,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.824977481
1525,V.S ENTERPRISES,SHCS M20  x  200 12.9 H/T BLACK *,SHCS,12,540.8333333,Extra Heavy,6.49,1920.52,1049.64,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,2,0.559384616
1526,GAUTAM TRADING CO.,SHCS M6  x  40 12.9 H/T BLACK *,SHCS,600,11,Medium,6.6,1916.43,996,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.826487873
1527,GAJANAND TOOLS TRADERS,SHCS 5/16 BSW x 1  F/T BLK *,SHCS,600,12.51666667,Medium,7.51,1915.66,1146,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.827555668
1528,KUSHAL FASTNERS,SHCS M10  x  55 12.9 H/T BLACK *,SHCS,250,42.52,Heavy,10.63,1912.7,1620,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.830059904
1529,KAMBOJ TOOLS SYNDICATE,SHCS M14X80 12.9 H/T BLACK*,SHCS,60,108,Extra Heavy,6.48,1911.14,988.2,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.773248852
1530,SANDEEP ENGINEERING,HEX NUT M27X3 GR10*,NUT,60,167.6666667,Extra Heavy,10.06,1910.88,1298.4,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.664244504
1531,NAV BHARAT SUPPLY STORE,SHCS M6  x  16 12.9 F/T BLACK *,SHCS,1000,5.75,Extra Light,5.75,1901.82,940,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.823074983
1532,VISHVA CORPORATION,HHS M16X75 GR 10.9 BLACK*,HEX HEAD,80,136.75,Extra Heavy,10.94,1901.44,1789.6,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.729055808
1533,SANDEEP ENGINEERING,SHCS M12  x  50 12.9 F/T BLACK *,SHCS,200,54.5,Heavy,10.9,1897.2,1662,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.825578129
1534,AMBAY TRADING  CO.,"ALLEN-KEY SHORT 7/32""    BLACK *",ALLEN KEY,200,22.75,Medium,4.55,1894.1,410,JYOTI KAWATRA,ALLEN KEY,ALLOY STEEL,10,0,0.826448715
1535,GAJANAND TOOLS TRADERS,SHCS 1/2 BSW x 2  F/T BLK *,SHCS,150,57.13333333,Heavy,8.57,1887.64,1308,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.823081696
1536,SANDEEP ENGINEERING,HHS M12X120 GR 10.9 BLACK*,HEX HEAD,100,101.5,Extra Heavy,10.15,1886.1,1640,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.783584562
1537,BENSONS FASTNERS & PRECESSION ENGG,CSK M12X25 12.9 F/T BLACK*,CSK,200,24.8,Medium,4.96,1884.68,756,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.827523404
1538,GAJANAND TOOLS TRADERS,HHS M12X70 GR 10.9 BLACK*,HEX HEAD,150,65.93333333,Heavy,9.89,1874.36,1650,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.818475545
1539,SANDEEP ENGINEERING,HHS M20X150 GR 10.9 BLACK*,HEX HEAD,30,383.6666667,Extra Heavy,11.51,1873.17,1749.3,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,2,0.270955089
1540,SANDEEP ENGINEERING,SHCS M12X25 12.9 F/T BLACK*,SHCS,200,35.7,Heavy,7.14,1870.2,952,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.829116976
1541,VISHVA CORPORATION,HHB M20X70 GR 10.9 BLACK*,HEX HEAD,50,226.6,Extra Heavy,11.33,1869.12,1822.5,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.496860777
1542,BENSONS FASTNERS & PRECESSION ENGG,HEX NUT M10X1.5 GR8*,NUT,1200,11.6,Medium,13.92,1863.09,1140,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.825693372
1543,SHREE JYOTIRLING HARDWARE,SHCS M14X50 12.9 F/T BLACK*,SHCS,75,73.06666667,Heavy,5.48,1858.63,834.75,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.810663809
1544,AMBAY TRADING  CO.,SHCS M6  x  16 12.9 F/T BLACK *,SHCS,1000,5.75,Extra Light,5.75,1856.9,940,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.823038625
1545,S.S. Trading Corporation,HHS M8X50 GR 10.9 BLACK*,HEX HEAD,500,21.5,Medium,10.75,1855.79,1815,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.831356424
1546,V.S ENTERPRISES,SHCS 3/8 BSW x 1/2  F/T BLK *,SHCS,400,15.1,Medium,6.04,1845.12,920,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.826982058
1547,S.S. Trading Corporation,HEX NUT M6X1  GR8*,NUT,3000,2.45,Extra Light,7.35,1838.32,750,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.786093894
1548,SANDEEP ENGINEERING,SHCS M12  x  90 12.9 H/T BLACK *,SHCS,100,89.1,Extra Heavy,8.91,1837.8,1359,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.797482809
1549,SANDEEP ENGINEERING,"ALLEN-KEY SHORT 7/32""    BLACK *",ALLEN KEY,200,22.75,Medium,4.55,1833,410,JYOTI KAWATRA,ALLEN KEY,ALLOY STEEL,10,0,0.826410147
1550,GAJANAND TOOLS TRADERS,SHCS 3/8 BSW x 1  F/T BLK *,SHCS,400,20.675,Medium,8.27,1802.9,1260,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.829767772
1551,SANDEEP ENGINEERING,SHCS M6  x  16 12.9 F/T BLACK *,SHCS,1000,5.75,Extra Light,5.75,1797,940,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.822987671
1552,GAJANAND TOOLS TRADERS,SHCS M10X25 12.9  F/T*,SHCS,400,25.4,Heavy,10.16,1793.72,1580,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.831422619
1553,SANDEEP ENGINEERING,SHCS M10X100 12.9 H/T BLACK*,SHCS,100,71.2,Heavy,7.12,1791.3,1086,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.813031164
1554,GAJANAND TOOLS TRADERS,SHCS M6  x  90 12.9 H/T BLACK *,SHCS,200,22,Medium,4.4,1786.51,716,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.826556752
1555,SANDEEP ENGINEERING,SHCS 3/4 BSW x 2 1/2  F/T BLK *,SHCS,35,178.2857143,Extra Heavy,6.24,1780.17,1008,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.637566381
1556,UNIVERSAL PRECISION SCREWS,HHB M20X140 GR 10.9 BLACK*,HEX HEAD,30,394,Extra Heavy,11.82,1778.87,1810.2,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,2,0.310328236
1557,JINDAL PRECISION FASTENERS,SHCS 5/8 BSW x 1  F/T BLK *,SHCS,80,70.375,Heavy,5.63,1778.66,858.4,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.812765567
1558,SANDEEP ENGINEERING,LOW SHCS M12  x 30 8.8 F/T BLK *,SHCS,150,31.33333333,Heavy,4.7,1776,829.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.827633479
1559,SANDEEP ENGINEERING,CSK M16X60 12.9 F/T BLACK*,CSK,60,91.66666667,Extra Heavy,5.5,1770.84,838.8,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.792873756
1560,GAJANAND TOOLS TRADERS,HHS M12X45 GR 10.9 BLACK*,HEX HEAD,200,48.2,Heavy,9.64,1768.15,1660,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.827732594
1561,JINDAL PRECISION FASTENERS,SHCS 1/2 BSW X 5 H/T BLK*,SHCS,50,134.6,Extra Heavy,6.73,1767.15,1027,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.731177532
1562,M/S PANCHSHEEL ASSOCIATES,SHCS M4  x  16 12.9 F/T BLACK *,SHCS,1000,2.25,Extra Light,2.25,1760.29,390,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.819291589
1563,GAJANAND TOOLS TRADERS,SHCS M6  x  10 12.9 F/T BLACK *,SHCS,800,4.7,Extra Light,3.76,1749.14,608,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.821964073
1564,J.M.D. TRADING CO.,SHCS M6X120 12.9 H/T BLACK*,SHCS,100,28.4,Heavy,2.84,1742.12,463,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.825539926
1565,J.M.D. TRADING CO.,SHCS M6X120 12.9 H/T BLACK*,SHCS,100,28.4,Heavy,2.84,1742.12,463,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.825539926
1566,SREENIVASA INDUSTRIAL CORPORATION,HHS M5X25 GR 10.9 BLACK*,HEX HEAD,1000,4.48,Extra Light,4.48,1737.34,840,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.82179725
1567,GAUTAM TRADING CO.,SHCS 1/2 BSW x 3  H/T BLK *,SHCS,100,84.7,Extra Heavy,8.47,1731.01,1059,JYOTI KAWATRA,SHCS,STAINLESS STEEL,10,0,0.801448159
1568,AMBAY TRADING  CO.,SHCS M8  x  45 12.9 H/T BLACK *,SHCS,400,22.9,Medium,9.16,1728.56,1444,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.830591635
1569,GAJANAND TOOLS TRADERS,HHS M12X100 GR 10.9 BLACK*,HEX HEAD,100,87.3,Extra Heavy,8.73,1728.49,1425,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.799278277
1570,GAJANAND TOOLS TRADERS,SHCS 1/4 BSW x 1 1/4  F/T BLK *,SHCS,600,8.783333333,Medium,5.27,1722.92,894,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.824746492
1571,M/S VISHAL INDUSTRIAL TRADERS,HHS M6X20 GR 10.9 BLACK*,HEX HEAD,1000,6.08,Extra Light,6.08,1719.3,1150,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.823348198
1572,GAJANAND TOOLS TRADERS,SHCS M8X60 12.9 H/T BLACK*,SHCS,300,28.9,Heavy,8.67,1713.08,1365,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.830620199
1573,SANDEEP ENGINEERING,SHCS M12  x  130 12.9 H/T BLACK *,SHCS,50,125,Extra Heavy,6.25,1700.55,953,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.747287764
1574,V.S ENTERPRISES,SHCS M24X70 12.9 F/T BLACK*,SHCS,20,363,Extra Heavy,7.26,1698.61,1173.8,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,2,0.176051278
1575,M/S PANCHSHEEL ASSOCIATES,SHCS M4  x  12 12.9 F/T BLACK *,SHCS,1000,1.95,Extra Light,1.95,1688.17,340,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.818878894
1576,SANDEEP ENGINEERING,HHS M8X35 GR 10.9 BLACK*,HEX HEAD,600,16.83333333,Medium,10.1,1686.6,1758,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.829960698
1577,SANDEEP ENGINEERING,HEX NUT M10X1.5 GR8*,NUT,1100,11.6,Medium,12.76,1676.4,1045,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.826237644
1578,GAUTAM TRADING CO.,HHB M12X150 GR 10.9 BLACK*,HEX HEAD,50,140.2,Extra Heavy,7.01,1672.75,1101.5,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.720989079
1579,BENSONS FASTNERS & PRECESSION ENGG,HHB M12X150 GR 10.9 BLACK*,HEX HEAD,50,140.2,Extra Heavy,7.01,1672.75,1101.5,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.720989079
1580,AMBAY TRADING  CO.,SHCS M12  x 70 12.9 H/T BLACK *,SHCS,125,71.28,Heavy,8.91,1672.45,1358.75,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.813774189
1581,SANDEEP ENGINEERING,SHCS M14X75 12.9 H/T BLACK*,SHCS,60,105,Extra Heavy,6.3,1670.94,960.6,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.776981081
1582,SANDEEP ENGINEERING,SHCS M14X75 12.9 H/T BLACK*,SHCS,60,105,Extra Heavy,6.3,1670.94,960.6,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.776981081
1583,SANDEEP ENGINEERING,SHCS M6  x  35 12.9 H/T BLACK *,SHCS,600,9.916666667,Medium,5.95,1668.6,894,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.825493041
1584,GAJANAND TOOLS TRADERS,SHCS M6X80 12.9 H/T BLACK*,SHCS,200,19.8,Medium,3.96,1663.26,644,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.825565638
1585,SREENIVASA INDUSTRIAL CORPORATION,HHS M5X20 GR 10.9 BLACK*,HEX HEAD,1000,3.88,Extra Light,3.88,1658.67,750,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.82111839
1586,SHREE JYOTIRLING HARDWARE,CSK M6  x  16 12.9 F/T BLACK *,CSK,600,3.766666667,Extra Light,2.26,1654.08,336,DEEPALI WALIA,CSK,ALLOY STEEL,10,0,0.820066924
1587,SANDEEP ENGINEERING,SHCS M10X16 12.9 PLAIN*,SHCS,400,20.9,Medium,8.36,1651.2,1116,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.829608001
1588,SANDEEP ENGINEERING,SHCS M10X16 12.9 PLAIN*,SHCS,400,20.9,Medium,8.36,1651.2,1116,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.829608001
1589,M/S PANCHSHEEL ASSOCIATES,SHCS 3/8 BSW x 1 1/2  F/T BLK *,SHCS,300,26.26666667,Heavy,7.88,1651.13,1200,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.829931985
1590,KAMBOJ TOOLS SYNDICATE,SHCS M6X110 12.9 H/T BLACK*,SHCS,100,26.5,Heavy,2.65,1644.57,431,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.825071268
1591,SANDEEP ENGINEERING,SHCS M10X25 12.9  F/T*,SHCS,400,25.4,Heavy,10.16,1642.8,1580,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.831279627
1592,GAJANAND TOOLS TRADERS,SHCS 5/16 BSW x 1 1/2  F/T BLK *,SHCS,400,16.325,Medium,6.53,1639,1044,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.827572363
1593,SANDEEP ENGINEERING,SHCS M12  x  80 12.9 H/T BLACK *,SHCS,100,80.2,Heavy,8.02,1624.8,1224,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.805700072
1594,UNIVERSAL PRECISION SCREWS,HHS M12X20 GR 10.9 BLACK*,HEX HEAD,300,30.46666667,Heavy,9.14,1624.56,1680,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.830924059
1595,NEHAL TOOLS,SHCS M14X70 12.9 H/T BLACK*,SHCS,60,96,Extra Heavy,5.76,1617.33,878.4,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.787916781
1596,JINDAL PRECISION FASTENERS,SHCS M8X70 12.9 H/T BLACK*,SHCS,250,33,Heavy,8.25,1613.55,1302.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.830102009
1597,SANDEEP ENGINEERING,SHCS M8  x  25 12.9 F/T BLACK *,SHCS,600,15,Medium,9,1612.8,1416,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.828859431
1598,KISHAN ENTERPRISES,HEX NUT M10X1.5 GR10*,NUT,900,11.6,Medium,10.44,1611.63,1386,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.827417963
1599,J.M.D. TRADING CO.,SHCS M20  x  150 12.9 H/T BLACK *,SHCS,15,416,Extra Heavy,6.24,1610.44,1008.9,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,2,0.37508386
1600,GAJANAND TOOLS TRADERS,SHCS M8  x  40 12.9 H/T BLACK *,SHCS,400,21.2,Medium,8.48,1610.15,1176,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.829729686
1601,GAUTAM TRADING CO.,SHCS M6  x  30 12.9 F/T BLACK *,SHCS,600,8.3,Medium,4.98,1609.72,798,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.824213058
1602,SANDEEP ENGINEERING,HHB 3/8 UNCX 2 GR S H/T BLACK*,HEX HEAD,300,32.6,Heavy,9.78,1607.4,330,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.829561001
1603,BENSONS FASTNERS & PRECESSION ENGG,HHS M12X65 GR 10.9 BLACK*,HEX HEAD,150,62.4,Heavy,9.36,1606.39,1569,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.820258983
1604,SANDEEP ENGINEERING,SHCS M10  x  60 12.9 H/T BLACK *,SHCS,200,45.7,Heavy,9.14,1602.6,1394,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.828046706
1605,SANDEEP ENGINEERING,SHCS M6  x  10 12.9 F/T BLACK *,SHCS,800,4.7,Extra Light,3.76,1600.8,608,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.821840818
1606,KAMBOJ TOOLS SYNDICATE,SHCS M8  x  55 12.9 H/T BLACK *,SHCS,300,26.9,Heavy,8.07,1593.11,1272,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.830073501
1607,GAJANAND TOOLS TRADERS,HHS M12X60 GR 10.9 BLACK*,HEX HEAD,150,58.86666667,Heavy,8.83,1586.22,1488,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.822078015
1608,SANDEEP ENGINEERING,HHS M12X100 GR 10.9 BLACK*,HEX HEAD,100,87.3,Extra Heavy,8.73,1582.2,1425,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.799113956
1609,SANDEEP ENGINEERING,HHB M12X100 GR 10.9 BLACK*,HEX HEAD,100,97.8,Extra Heavy,9.78,1582.2,1571,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.787708286
1610,GAJANAND TOOLS TRADERS,HHS M16X30 GR 10.9 BLACK*,HEX HEAD,100,77.9,Heavy,7.79,1581.31,1372,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.807802371
1611,SANDEEP ENGINEERING,SHCS M14X70 12.9 H/T BLACK*,SHCS,60,96,Extra Heavy,5.76,1577.88,878.4,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.787873979
1612,KAMBOJ TOOLS SYNDICATE,SHCS M5X20 12.9 F/T BLACK*,SHCS,1000,4.01,Extra Light,4.01,1576.72,600,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.820987587
1613,KAMBOJ TOOLS SYNDICATE,SHCS M5X20 12.9 F/T BLACK*,SHCS,1000,4.01,Extra Light,4.01,1576.72,600,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.820987587
1614,ARCHANA SALES CORPORATION,HHS M12X35 GR 10.9 BLACK*,HEX HEAD,225,41.11111111,Heavy,9.25,1575.41,1624.5,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.829503199
1615,GAJANAND TOOLS TRADERS,SHCS M6  x  16 12.9 F/T BLACK *,SHCS,800,5.75,Extra Light,4.6,1570.82,752,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.82284222
1616,M/S PANCHSHEEL ASSOCIATES,SHCS M12X120 12.9 H/T BLACK*,SHCS,50,116,Extra Heavy,5.8,1570.49,884.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.761055709
1617,NAV BHARAT SUPPLY STORE,SHCS M10  x  55 12.9 H/T BLACK *,SHCS,200,42.5,Heavy,8.5,1567.81,1296,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.828580903
1618,KAMBOJ TOOLS SYNDICATE,SHCS M6  x  60 12.9 H/T BLACK *,SHCS,200,15.4,Medium,3.08,1567.54,502,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.823329581
1619,NEHAL TOOLS,SHCS M16  x  45 12.9 F/T BLACK *,SHCS,75,97.6,Extra Heavy,7.32,1567.1,1116,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.786759922
1620,GAJANAND TOOLS TRADERS,HHS M16X100 GR 10.9 BLACK*,HEX HEAD,50,169.6,Extra Heavy,8.48,1561.48,1358.5,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.659189135
1621,KAMBOJ TOOLS SYNDICATE,SHCS M6  x  50 12.9 H/T BLACK *,SHCS,400,13.2,Medium,5.28,1556.39,788,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.825580144
1622,KAMBOJ TOOLS SYNDICATE,SHCS M12  x  50 12.9 F/T BLACK *,SHCS,150,54.53333333,Heavy,8.18,1554.76,1246.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.823848569
1623,KAMBOJ TOOLS SYNDICATE,SHCS M4X50 12.9 H/T BLACK*,SHCS,400,5.65,Extra Light,2.26,1553.77,352,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.819891267
1624,KAMBOJ TOOLS SYNDICATE,SHCS M3  x  8 12.9 F/T BLACK *,SHCS,600,0.866666667,Extra Light,0.52,1545.9,90,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.817013308
1625,YES TECHNO LTD,SSS M10X20 KCP BLK *,SSS,500,8.72,Medium,4.36,1539.87,275,JYOTI KAWATRA,SSS,ALLOY STEEL,10,0,0.823060844
1626,JAY AMBAY ENTERPRISES,HHB M16X120 GR 10.9 BLACK*,HEX HEAD,40,214.75,Extra Heavy,8.59,1533.14,1363.2,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.535120772
1627,V.S ENTERPRISES,SHCS M8  x  40 12.9 H/T BLACK *,SHCS,400,21.2,Medium,8.48,1522.72,1176,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.829645166
1628,SANDEEP ENGINEERING,SHCS M20  x  150 12.9 H/T BLACK *,SHCS,15,416,Extra Heavy,6.24,1521.67,1008.9,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,2,0.374880425
